Dataset,#Training release,%traning,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,10.0,17.0,134.0,8.0,0.37037037037037035,0.5555555555555556,0.8695732155997057,0.3630333182571991,
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,THRESHOLD,10.0,19.0,132.0,8.0,0.3448275862068966,0.5555555555555556,0.7148638704930096,0.33859979707203924,
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,LEARNING,16.0,45.0,106.0,2.0,0.26229508196721313,0.8888888888888888,0.8594554819720382,0.28794262662483194,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,NAIVEBAYES,SMOTE,NOSELECTION,NOSENSITIVE,10.0,15.0,136.0,8.0,0.4,0.5555555555555556,0.8776674025018396,0.3895084027014291,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,NAIVEBAYES,SMOTE,NOSELECTION,THRESHOLD,10.0,15.0,136.0,8.0,0.4,0.5555555555555556,0.7281089036055923,0.3895084027014291,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,NAIVEBAYES,SMOTE,NOSELECTION,LEARNING,15.0,26.0,125.0,3.0,0.36585365853658536,0.8333333333333334,0.8690213392200147,0.4230723955267805,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,BESTFIRST,NOSENSITIVE,10.0,18.0,133.0,8.0,0.35714285714285715,0.5555555555555556,0.8188005886681383,0.3505764114691101,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,BESTFIRST,THRESHOLD,12.0,26.0,125.0,6.0,0.3157894736842105,0.6666666666666666,0.7472406181015453,0.33201581027668,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,BESTFIRST,LEARNING,12.0,26.0,125.0,6.0,0.3157894736842105,0.6666666666666666,0.8195364238410596,0.33201581027668,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,NAIVEBAYES,OVERSAMPLING,BESTFIRST,NOSENSITIVE,11.0,25.0,126.0,7.0,0.3055555555555556,0.6111111111111112,0.8119941133186166,0.30932311621966796,
